id,group,pdp_page,cta,actions
464683,treatment,new page,order btn,view
14985,control,old page,buy btn,view
556480,treatment,new page,order btn,click
23321,control,old page,buy btn,view
552708,treatment,new page,order btn,click
626061,treatment,new page,order btn,view
16123,control,old page,buy btn,view
487842,treatment,new page,order btn,view
21631,control,old page,buy btn,view
23114,control,old page,buy btn,click
616525,treatment,new page,order btn,view
589070,treatment,new page,order btn,view
22850,control,old page,buy btn,view
37245,control,old page,buy btn,view
31772,control,old page,buy btn,view
19711,control,old page,buy btn,click
20251,control,old page,buy btn,click
562348,treatment,new page,order btn,view
29461,control,old page,buy btn,view
488052,treatment,new page,order btn,view
471285,treatment,new page,order btn,click
438486,treatment,new page,order btn,click
16549,control,old page,buy btn,view
46501,control,old page,buy btn,click
16100,control,old page,buy btn,view
44926,control,old page,buy btn,click
476525,treatment,new page,order btn,view
514145,treatment,new page,order btn,view
40488,control,old page,buy btn,view
34946,control,old page,buy btn,view
29266,control,old page,buy btn,view
29760,control,old page,buy btn,view
12720,control,old page,buy btn,view
578277,treatment,new page,order btn,click
593052,treatment,new page,order btn,click
440267,treatment,new page,order btn,view
32772,control,old page,buy btn,view
513830,treatment,new page,order btn,click
22953,control,old page,buy btn,view
535103,treatment,new page,order btn,view
502303,treatment,new page,order btn,view
649010,treatment,new page,order btn,view
632872,treatment,new page,order btn,view
627214,treatment,new page,order btn,view
35141,control,old page,buy btn,view
39694,control,old page,buy btn,view
14042,control,old page,buy btn,view
616001,treatment,new page,order btn,view
46524,control,old page,buy btn,click
39763,control,old page,buy btn,view
642828,treatment,new page,order btn,view
27552,control,old page,buy btn,click
641780,treatment,new page,order btn,view
41798,control,old page,buy btn,click
44523,control,old page,buy btn,view
488261,treatment,new page,order btn,click
21849,control,old page,buy btn,view
566854,treatment,new page,order btn,view
36912,control,old page,buy btn,click
23643,control,old page,buy btn,view
504399,treatment,new page,order btn,view
548830,treatment,new page,order btn,click
481764,treatment,new page,order btn,view
33405,control,old page,buy btn,view
14134,control,old page,buy btn,view
34256,control,old page,buy btn,view
463845,treatment,new page,order btn,view
38245,control,old page,buy btn,view
34635,control,old page,buy btn,view
550193,treatment,new page,order btn,view
45846,control,old page,buy btn,click
24885,control,old page,buy btn,view
646286,treatment,new page,order btn,view
31381,control,old page,buy btn,click
676256,treatment,new page,order btn,view
45949,control,old page,buy btn,view
30013,control,old page,buy btn,view
42730,control,old page,buy btn,view
587603,treatment,new page,order btn,view
519699,treatment,new page,order btn,view
41028,control,old page,buy btn,view
40327,control,old page,buy btn,view
32370,control,old page,buy btn,view
46214,control,old page,buy btn,view
35566,control,old page,buy btn,view
455462,treatment,new page,order btn,click
43960,control,old page,buy btn,view
20596,control,old page,buy btn,click
36130,control,old page,buy btn,view
45443,control,old page,buy btn,view
39510,control,old page,buy btn,view
39062,control,old page,buy btn,view
464160,treatment,new page,order btn,view
31289,control,old page,buy btn,view
39798,control,old page,buy btn,view
477258,treatment,new page,order btn,view
17181,control,old page,buy btn,view
442468,treatment,new page,order btn,view
526405,treatment,new page,order btn,view
18181,control,old page,buy btn,view
506076,treatment,new page,order btn,view
23241,control,old page,buy btn,view
16422,control,old page,buy btn,view
30185,control,old page,buy btn,view
560881,treatment,new page,order btn,view
30289,control,old page,buy btn,click
14249,control,old page,buy btn,view
14065,control,old page,buy btn,click
39913,control,old page,buy btn,view
552812,treatment,new page,order btn,view
36659,control,old page,buy btn,view
624070,treatment,new page,order btn,view
34463,control,old page,buy btn,view
460492,treatment,new page,order btn,click
43868,control,old page,buy btn,view
476630,treatment,new page,order btn,view
36958,control,old page,buy btn,click
24057,control,old page,buy btn,view
470657,treatment,new page,order btn,view
27058,control,old page,buy btn,view
613172,treatment,new page,order btn,view
45271,control,old page,buy btn,view
609818,treatment,new page,order btn,view
590327,treatment,new page,order btn,click
564339,treatment,new page,order btn,view
41867,control,old page,buy btn,view
654983,treatment,new page,order btn,view
34417,control,old page,buy btn,view
592109,treatment,new page,order btn,view
28564,control,old page,buy btn,view
620402,treatment,new page,order btn,view
668396,treatment,new page,order btn,view
481555,treatment,new page,order btn,view
25425,control,old page,buy btn,click
602483,treatment,new page,order btn,view
647543,treatment,new page,order btn,view
550402,treatment,new page,order btn,click
33140,control,old page,buy btn,click
39936,control,old page,buy btn,view
18756,control,old page,buy btn,click
450642,treatment,new page,order btn,view
566540,treatment,new page,order btn,view
554908,treatment,new page,order btn,view
39050,control,old page,buy btn,click
521585,treatment,new page,order btn,view
18193,control,old page,buy btn,view
630462,treatment,new page,order btn,view
43155,control,old page,buy btn,click
20504,control,old page,buy btn,click
33336,control,old page,buy btn,view
38452,control,old page,buy btn,click
33416,control,old page,buy btn,click
34290,control,old page,buy btn,view
40085,control,old page,buy btn,click
529863,treatment,new page,order btn,click
26690,control,old page,buy btn,view
667558,treatment,new page,order btn,view
17285,control,old page,buy btn,view
15939,control,old page,buy btn,click
31163,control,old page,buy btn,view
37268,control,old page,buy btn,view
37280,control,old page,buy btn,view
40476,control,old page,buy btn,click
31726,control,old page,buy btn,view
634863,treatment,new page,order btn,view
605522,treatment,new page,order btn,click
570732,treatment,new page,order btn,view
28449,control,old page,buy btn,view
23448,control,old page,buy btn,view
19584,control,old page,buy btn,click
532483,treatment,new page,order btn,view
437333,treatment,new page,order btn,view
624699,treatment,new page,order btn,view
539923,treatment,new page,order btn,view
499055,treatment,new page,order btn,view
566959,treatment,new page,order btn,view
15422,control,old page,buy btn,click
569474,treatment,new page,order btn,view
36348,control,old page,buy btn,view
600492,treatment,new page,order btn,view
540971,treatment,new page,order btn,click
40810,control,old page,buy btn,view
441106,treatment,new page,order btn,view
32002,control,old page,buy btn,view
571256,treatment,new page,order btn,click
496854,treatment,new page,order btn,view
28277,control,old page,buy btn,view
13191,control,old page,buy btn,view
37027,control,old page,buy btn,view
30795,control,old page,buy btn,click
493396,treatment,new page,order btn,view
630357,treatment,new page,order btn,view
591061,treatment,new page,order btn,view
29496,control,old page,buy btn,view
34589,control,old page,buy btn,view
44845,control,old page,buy btn,view
487213,treatment,new page,order btn,view
608980,treatment,new page,order btn,view
30680,control,old page,buy btn,view
516450,treatment,new page,order btn,click
592214,treatment,new page,order btn,view
21930,control,old page,buy btn,view
40442,control,old page,buy btn,click
506285,treatment,new page,order btn,click
26483,control,old page,buy btn,view
497064,treatment,new page,order btn,view
484699,treatment,new page,order btn,view
651735,treatment,new page,order btn,click
645552,treatment,new page,order btn,view
45650,control,old page,buy btn,view
462902,treatment,new page,order btn,view
648486,treatment,new page,order btn,click
35670,control,old page,buy btn,view
635702,treatment,new page,order btn,view
626271,treatment,new page,order btn,view
22091,control,old page,buy btn,click
44385,control,old page,buy btn,view
672902,treatment,new page,order btn,view
37234,control,old page,buy btn,click
460282,treatment,new page,order btn,view
644714,treatment,new page,order btn,view
33301,control,old page,buy btn,view
44972,control,old page,buy btn,view
19837,control,old page,buy btn,click
662423,treatment,new page,order btn,view
491300,treatment,new page,order btn,click
25356,control,old page,buy btn,view
450222,treatment,new page,order btn,click
42373,control,old page,buy btn,view
32508,control,old page,buy btn,view
13502,control,old page,buy btn,view
547782,treatment,new page,order btn,click
20159,control,old page,buy btn,view
16054,control,old page,buy btn,view
614953,treatment,new page,order btn,view
