id,group,page,actions
13747,control,old page,view
16980,treatment,new page,view
13134,control,old page,view
17230,treatment,new page,view
18487,treatment,new page,view
18178,treatment,new page,view
18605,treatment,new page,view
15218,control,old page,view
12888,control,old page,view
17351,treatment,new page,view
13693,control,old page,view
17811,treatment,new page,view
15560,control,old page,view
17951,treatment,new page,click
18250,treatment,new page,view
18548,treatment,new page,view
14738,control,old page,view
13975,control,old page,view
13395,control,old page,view
13724,control,old page,click
14460,control,old page,view
13796,control,old page,view
18329,treatment,new page,click
18382,treatment,new page,view
17185,treatment,new page,view
14817,control,old page,view
13754,control,old page,view
14124,control,old page,view
15625,control,old page,view
18320,treatment,new page,view
17128,treatment,new page,click
15610,control,old page,view
13207,control,old page,view
17275,treatment,new page,click
16980,treatment,new page,view
14923,control,old page,click
17179,treatment,new page,view
18585,treatment,new page,view
15299,control,old page,view
12951,control,old page,view
13346,control,old page,view
13689,control,old page,view
18416,treatment,new page,view
13641,control,old page,view
17680,treatment,new page,view
17546,treatment,new page,view
17793,treatment,new page,view
13638,control,old page,view
13687,control,old page,view
17293,treatment,new page,view
17137,treatment,new page,view
17872,treatment,new page,view
12904,control,old page,click
17851,treatment,new page,view
13120,control,old page,view
14352,control,old page,view
17285,treatment,new page,view
16960,treatment,new page,click
18384,treatment,new page,click
13964,control,old page,view
17595,treatment,new page,view
15761,control,old page,click
13831,control,old page,view
17822,treatment,new page,view
13314,control,old page,click
17968,treatment,new page,click
17172,treatment,new page,view
17354,treatment,new page,view
18186,treatment,new page,view
18156,treatment,new page,view
13378,control,old page,click
17882,treatment,new page,view
14669,control,old page,view
17279,treatment,new page,view
18175,treatment,new page,click
15555,control,old page,view
18057,treatment,new page,view
15670,control,old page,click
14631,control,old page,view
15455,control,old page,view
18693,treatment,new page,view
18592,treatment,new page,view
14828,control,old page,view
13525,control,old page,click
13408,control,old page,view
15208,control,old page,view
13841,control,old page,view
17859,treatment,new page,view
15310,control,old page,view
17883,treatment,new page,view
13047,control,old page,click
12935,control,old page,view
13698,control,old page,view
17687,treatment,new page,view
13920,control,old page,view
13579,control,old page,view
17041,treatment,new page,view
14125,control,old page,view
17415,treatment,new page,click
15660,control,old page,view
14742,control,old page,click
12946,control,old page,view
14964,control,old page,view
14236,control,old page,view
13740,control,old page,view
13667,control,old page,view
16925,treatment,new page,view
14727,control,old page,view
17149,treatment,new page,click
17001,treatment,new page,click
17240,treatment,new page,view
14412,control,old page,click
18043,treatment,new page,click
18598,treatment,new page,click
14651,control,old page,click
17762,treatment,new page,view
17219,treatment,new page,click
17018,treatment,new page,view
13420,control,old page,view
15327,control,old page,view
14558,control,old page,click
14093,control,old page,view
18651,treatment,new page,view
14304,control,old page,view
15498,control,old page,click
13049,control,old page,click
14292,control,old page,view
18543,treatment,new page,click
12999,control,old page,view
18625,treatment,new page,view
18132,treatment,new page,view
15107,control,old page,view
13409,control,old page,view
14366,control,old page,view
18151,treatment,new page,view
15603,control,old page,view
14013,control,old page,view
15454,control,old page,view
15306,control,old page,view
17812,treatment,new page,click
18306,treatment,new page,click
14591,control,old page,view
17144,treatment,new page,view
17175,treatment,new page,view
17148,treatment,new page,click
13303,control,old page,view
13771,control,old page,click
14101,control,old page,view
18175,treatment,new page,click
15631,control,old page,click
14404,control,old page,view
13388,control,old page,click
17505,treatment,new page,view
17389,treatment,new page,click
13450,control,old page,view
14041,control,old page,view
18439,treatment,new page,view
18255,treatment,new page,view
14943,control,old page,click
17091,treatment,new page,view
17678,treatment,new page,click
15288,control,old page,view
15459,control,old page,view
14308,control,old page,view
14297,control,old page,click
15221,control,old page,click
13777,control,old page,view
17035,treatment,new page,view
14227,control,old page,view
15433,control,old page,click
18654,treatment,new page,click
15738,control,old page,view
18048,treatment,new page,view
15728,control,old page,view
15739,control,old page,view
18320,treatment,new page,view
15337,control,old page,click
18413,treatment,new page,view
17752,treatment,new page,view
17342,treatment,new page,view
14931,control,old page,view
14158,control,old page,view
14832,control,old page,view
15052,control,old page,click
16927,treatment,new page,view
14186,control,old page,view
13419,control,old page,view
14711,control,old page,view
13842,control,old page,view
13946,control,old page,view
18154,treatment,new page,view
15219,control,old page,click
18626,treatment,new page,view
13581,control,old page,click
17502,treatment,new page,click
17892,treatment,new page,view
17143,treatment,new page,view
13833,control,old page,view
13767,control,old page,view
14511,control,old page,view
18569,treatment,new page,view
14216,control,old page,view
18539,treatment,new page,view
17738,treatment,new page,view
14145,control,old page,view
14782,control,old page,view
18402,treatment,new page,view
17885,treatment,new page,view
12975,control,old page,view
14397,control,old page,view
15021,control,old page,click
13048,control,old page,view
17074,treatment,new page,click
