id,group,page,session_time
13482,control,old page,1.5
14247,control,old page,2
15466,control,old page,1
14273,control,old page,2.5
15806,control,old page,1.5
13623,control,old page,2.5
19652,treatment,new page,2
14992,control,old page,2.5
16487,control,old page,2
13859,control,old page,2.5
19841,treatment,new page,2
13452,control,old page,1.5
18090,treatment,new page,2.5
15224,control,old page,2
14027,control,old page,2.5
18149,treatment,new page,2.5
17591,treatment,new page,2
16724,treatment,new page,2
16366,control,old page,1
13751,control,old page,1.5
17594,treatment,new page,2
15741,control,old page,2.5
19676,treatment,new page,2
19724,treatment,new page,2
13932,control,old page,2
19037,treatment,new page,2.5
16895,treatment,new page,2.5
18534,treatment,new page,2.5
19226,treatment,new page,2.5
15257,control,old page,1
14983,control,old page,2
18319,treatment,new page,2
15472,control,old page,2
16638,control,old page,2
16493,control,old page,2.5
16329,control,old page,2
17122,treatment,new page,2
19444,treatment,new page,2.5
18964,treatment,new page,2
17313,treatment,new page,2.5
17025,treatment,new page,2.5
19876,treatment,new page,2
13871,control,old page,2.5
13548,control,old page,1
17557,treatment,new page,2
16839,treatment,new page,2.5
14435,control,old page,1.5
17311,treatment,new page,2
19616,treatment,new page,2
16922,treatment,new page,2
14210,control,old page,1.5
16156,control,old page,1
15826,control,old page,1.5
17828,treatment,new page,2.5
17976,treatment,new page,2
17559,treatment,new page,2.5
15944,control,old page,1.5
17543,treatment,new page,2
17258,treatment,new page,2.5
18301,treatment,new page,2.5
13741,control,old page,2.5
18184,treatment,new page,2.5
15279,control,old page,2.5
16256,control,old page,1
17044,treatment,new page,2
16971,treatment,new page,2
16912,treatment,new page,2.5
16050,control,old page,1
14512,control,old page,2.5
14144,control,old page,2
18796,treatment,new page,2.5
16190,control,old page,1.5
17912,treatment,new page,2.5
18654,treatment,new page,2.5
17760,treatment,new page,2.5
15585,control,old page,2.5
17791,treatment,new page,2.5
18691,treatment,new page,2
18047,treatment,new page,2.5
15162,control,old page,1.5
19337,treatment,new page,2
14454,control,old page,1
15318,control,old page,2.5
18046,treatment,new page,2.5
16220,control,old page,2.5
17126,treatment,new page,2
18300,treatment,new page,2.5
15277,control,old page,2.5
14002,control,old page,1
19313,treatment,new page,2
18285,treatment,new page,2.5
19586,treatment,new page,2
18708,treatment,new page,2.5
14788,control,old page,1
13349,control,old page,1
18528,treatment,new page,2.5
13316,control,old page,2
13132,control,old page,1
13880,control,old page,1
13317,control,old page,1
13909,control,old page,1
13094,control,old page,1.5
15586,control,old page,2
14158,control,old page,1.5
17456,treatment,new page,2.5
16757,treatment,new page,2.5
14383,control,old page,1.5
17231,treatment,new page,2
18482,treatment,new page,2.5
13516,control,old page,1.5
13808,control,old page,2.5
15552,control,old page,2.5
19653,treatment,new page,2.5
13985,control,old page,1
16404,control,old page,1.5
15103,control,old page,1.5
19825,treatment,new page,2
17163,treatment,new page,2.5
18192,treatment,new page,2
14283,control,old page,2
14873,control,old page,1.5
18170,treatment,new page,2
18255,treatment,new page,2
16989,treatment,new page,2.5
18964,treatment,new page,2.5
14937,control,old page,2
19793,treatment,new page,2
17471,treatment,new page,2
19319,treatment,new page,2.5
14313,control,old page,1
15539,control,old page,2
16007,control,old page,2
15917,control,old page,1
17465,treatment,new page,2.5
19107,treatment,new page,2
15241,control,old page,2
16827,treatment,new page,2
18043,treatment,new page,2.5
14071,control,old page,1.5
18606,treatment,new page,2
19827,treatment,new page,2
16164,control,old page,2.5
18402,treatment,new page,2.5
14163,control,old page,2
13190,control,old page,1.5
18367,treatment,new page,2.5
16462,control,old page,1
17564,treatment,new page,2
17817,treatment,new page,2
13110,control,old page,1
14632,control,old page,2
15144,control,old page,2.5
18231,treatment,new page,2
16743,treatment,new page,2.5
15969,control,old page,1.5
16574,control,old page,2.5
15568,control,old page,1.5
16466,control,old page,1.5
19141,treatment,new page,2.5
16066,control,old page,2
15576,control,old page,1
19185,treatment,new page,2
18728,treatment,new page,2
17845,treatment,new page,2.5
15790,control,old page,2.5
15213,control,old page,2.5
13396,control,old page,2.5
18073,treatment,new page,2
17431,treatment,new page,2
16259,control,old page,2.5
16902,treatment,new page,2.5
18479,treatment,new page,2.5
13972,control,old page,2.5
19229,treatment,new page,2
15160,control,old page,2.5
18041,treatment,new page,2.5
18089,treatment,new page,2
19524,treatment,new page,2.5
18513,treatment,new page,2.5
16770,treatment,new page,2.5
13137,control,old page,2.5
14858,control,old page,2.5
14390,control,old page,2
18722,treatment,new page,2
17965,treatment,new page,2.5
19074,treatment,new page,2.5
17203,treatment,new page,2
16938,treatment,new page,2
16842,treatment,new page,2
15649,control,old page,2.5
19213,treatment,new page,2
15310,control,old page,1
15627,control,old page,2
15663,control,old page,1.5
18921,treatment,new page,2
17121,treatment,new page,2
16007,control,old page,2
17678,treatment,new page,2.5
19688,treatment,new page,2
14956,control,old page,2.5
14556,control,old page,1.5
14219,control,old page,2
17753,treatment,new page,2.5
19135,treatment,new page,2
16788,treatment,new page,2
17620,treatment,new page,2
18958,treatment,new page,2
17572,treatment,new page,2
13618,control,old page,2.5
15369,control,old page,1.5
13294,control,old page,1
13378,control,old page,1
19423,treatment,new page,2
13988,control,old page,1.5
17152,treatment,new page,2
16441,control,old page,1.5
15455,control,old page,2
13925,control,old page,2.5
17312,treatment,new page,2.5
19472,treatment,new page,2
16202,control,old page,1
18227,treatment,new page,2
15948,control,old page,1.5
14359,control,old page,2
18977,treatment,new page,2.5
13203,control,old page,1.5
16281,control,old page,2.5
14382,control,old page,1
13063,control,old page,1.5
16822,treatment,new page,2.5
16147,control,old page,1.5
18952,treatment,new page,2.5
18554,treatment,new page,2
16605,control,old page,1.5
15487,control,old page,1
17663,treatment,new page,2
17695,treatment,new page,2.5
18342,treatment,new page,2.5
18441,treatment,new page,2.5
18642,treatment,new page,2.5
14656,control,old page,1.5
15771,control,old page,1
19367,treatment,new page,2
19640,treatment,new page,2
13579,control,old page,1
16092,control,old page,1
18068,treatment,new page,2
17777,treatment,new page,2.5
16847,treatment,new page,2
14282,control,old page,2
13394,control,old page,1.5
19867,treatment,new page,2
13539,control,old page,1
13952,control,old page,2.5
13260,control,old page,2.5
17489,treatment,new page,2.5
16470,control,old page,1.5
17978,treatment,new page,2.5
13009,control,old page,1.5
13029,control,old page,2.5
14491,control,old page,1
15985,control,old page,1
15726,control,old page,1.5
19555,treatment,new page,2
14060,control,old page,1.5
16641,control,old page,1
18756,treatment,new page,2
17249,treatment,new page,2.5
16981,treatment,new page,2.5
17496,treatment,new page,2
15314,control,old page,2.5
17782,treatment,new page,2.5
17015,treatment,new page,2.5
17817,treatment,new page,2.5
15758,control,old page,1
17951,treatment,new page,2
18115,treatment,new page,2
14814,control,old page,1
16675,treatment,new page,2.5
19733,treatment,new page,2.5
18715,treatment,new page,2
13857,control,old page,1.5
18288,treatment,new page,2
13689,control,old page,1.5
14917,control,old page,1
18547,treatment,new page,2
18866,treatment,new page,2.5
13643,control,old page,1.5
16148,control,old page,2.5
14702,control,old page,1.5
18250,treatment,new page,2
15473,control,old page,2
15131,control,old page,2.5
17319,treatment,new page,2.5
14544,control,old page,1
19800,treatment,new page,2.5
17048,treatment,new page,2
13278,control,old page,1
19646,treatment,new page,2.5
19839,treatment,new page,2.5
18862,treatment,new page,2.5
19211,treatment,new page,2
16614,control,old page,1.5
16789,treatment,new page,2
18356,treatment,new page,2
16693,treatment,new page,2.5
13655,control,old page,1
19327,treatment,new page,2
16408,control,old page,1.5
18340,treatment,new page,2
19091,treatment,new page,2
19009,treatment,new page,2
16684,treatment,new page,2.5
16615,control,old page,1
15864,control,old page,1.5
19563,treatment,new page,2
16921,treatment,new page,2.5
15561,control,old page,1.5
16610,control,old page,2.5
19748,treatment,new page,2
15822,control,old page,2.5
14576,control,old page,2.5
18356,treatment,new page,2.5
17775,treatment,new page,2
19259,treatment,new page,2.5
19550,treatment,new page,2.5
18263,treatment,new page,2
16188,control,old page,2
19730,treatment,new page,2.5
13953,control,old page,1.5
13529,control,old page,2
16694,treatment,new page,2.5
13983,control,old page,1.5
13145,control,old page,2.5
17710,treatment,new page,2
13040,control,old page,1
13586,control,old page,2.5
16217,control,old page,1.5
19447,treatment,new page,2
16812,treatment,new page,2
13967,control,old page,1
18739,treatment,new page,2
16297,control,old page,2
19196,treatment,new page,2
15970,control,old page,2
15229,control,old page,1.5
16059,control,old page,2.5
17332,treatment,new page,2
19853,treatment,new page,2.5
18128,treatment,new page,2
16203,control,old page,1
19719,treatment,new page,2
14153,control,old page,1.5
13729,control,old page,1
14642,control,old page,2
14399,control,old page,2.5
13180,control,old page,2.5
18138,treatment,new page,2.5
19539,treatment,new page,2.5
13770,control,old page,1.5
18557,treatment,new page,2.5
14916,control,old page,2
17134,treatment,new page,2
13243,control,old page,1
19547,treatment,new page,2.5
16728,treatment,new page,2.5
16893,treatment,new page,2
13498,control,old page,1.5
18649,treatment,new page,2.5
15544,control,old page,2
17834,treatment,new page,2.5
18076,treatment,new page,2
15305,control,old page,2
14429,control,old page,1.5
13011,control,old page,1.5
14140,control,old page,1.5
17393,treatment,new page,2.5
17948,treatment,new page,2.5
19344,treatment,new page,2
15332,control,old page,1.5
18473,treatment,new page,2
18476,treatment,new page,2.5
18815,treatment,new page,2
16773,treatment,new page,2
17147,treatment,new page,2
16255,control,old page,1.5
13775,control,old page,1
17570,treatment,new page,2
19179,treatment,new page,2
14966,control,old page,1
19742,treatment,new page,2.5
17916,treatment,new page,2
15879,control,old page,2
15795,control,old page,2.5
17718,treatment,new page,2
15818,control,old page,2.5
13613,control,old page,1.5
17353,treatment,new page,2.5
17005,treatment,new page,2.5
16529,control,old page,2
14168,control,old page,2.5
19514,treatment,new page,2
14479,control,old page,1
18380,treatment,new page,2.5
14279,control,old page,2.5
19617,treatment,new page,2
13568,control,old page,2
16956,treatment,new page,2
17028,treatment,new page,2
15423,control,old page,2.5
16144,control,old page,2.5
18929,treatment,new page,2.5
17224,treatment,new page,2.5
13731,control,old page,1
13925,control,old page,2
16518,control,old page,1.5
14397,control,old page,1
19317,treatment,new page,2.5
19047,treatment,new page,2.5
14135,control,old page,1
13083,control,old page,2.5
16334,control,old page,2
14095,control,old page,2
13694,control,old page,1
14294,control,old page,2.5
17678,treatment,new page,2
17814,treatment,new page,2.5
15017,control,old page,1.5
17060,treatment,new page,2
18040,treatment,new page,2
15992,control,old page,1.5
19608,treatment,new page,2
14340,control,old page,2
18580,treatment,new page,2.5
15826,control,old page,1
