id,group,pdp_page,engagement_time
32083,treatment,new page,1.5
12824,control,old page,2
22582,control,old page,2.5
16701,control,old page,2
25531,control,old page,2
24849,control,old page,2.5
13210,control,old page,2.5
16477,control,old page,2
24262,control,old page,2.5
33979,treatment,new page,1.5
19426,control,old page,2.5
18709,control,old page,2
25239,control,old page,2
33894,treatment,new page,1.5
34150,treatment,new page,1
20712,control,old page,2
33025,treatment,new page,1.5
15693,control,old page,2.5
27373,treatment,new page,1.5
14460,control,old page,2
27171,treatment,new page,1
23760,control,old page,2.5
26467,treatment,new page,1.5
28740,treatment,new page,1
31622,treatment,new page,1.5
31590,treatment,new page,1
17459,control,old page,2.5
32720,treatment,new page,1.5
28336,treatment,new page,1.5
23406,control,old page,2
30887,treatment,new page,1
24132,control,old page,2.5
32536,treatment,new page,1.5
32572,treatment,new page,1.5
25571,control,old page,2.5
31084,treatment,new page,1.5
20990,control,old page,2
14828,control,old page,2
32984,treatment,new page,1.5
13434,control,old page,2
30820,treatment,new page,1.5
29260,treatment,new page,1.5
28130,treatment,new page,1.5
12864,control,old page,2
27929,treatment,new page,1.5
15213,control,old page,2.5
20112,control,old page,2
16455,control,old page,2.5
21470,control,old page,2
23083,control,old page,2.5
15800,control,old page,2
15361,control,old page,2.5
32254,treatment,new page,1
23617,control,old page,2
19458,control,old page,2
30362,treatment,new page,1
17225,control,old page,2.5
25177,control,old page,2.5
32518,treatment,new page,1
29417,treatment,new page,1.5
29080,treatment,new page,1.5
23581,control,old page,2
18745,control,old page,2.5
24231,control,old page,2.5
32738,treatment,new page,1.5
15150,control,old page,2
13263,control,old page,2
20914,control,old page,2.5
26526,treatment,new page,1
24881,control,old page,2
22434,control,old page,2.5
16925,control,old page,2
21407,control,old page,2.5
15312,control,old page,2
19534,control,old page,2
24522,control,old page,2.5
15993,control,old page,2.5
29372,treatment,new page,1
17575,control,old page,2
22151,control,old page,2
31474,treatment,new page,1
22299,control,old page,2
25652,control,old page,2
16880,control,old page,2
32626,treatment,new page,1.5
21958,control,old page,2.5
16212,control,old page,2
20704,control,old page,2
30470,treatment,new page,1.5
20941,control,old page,2
24101,control,old page,2
24957,control,old page,2.5
30685,treatment,new page,1.5
33338,treatment,new page,1
29999,treatment,new page,1
33442,treatment,new page,1.5
14711,control,old page,2.5
17880,control,old page,2.5
16862,control,old page,2.5
17288,control,old page,2
24043,control,old page,2
13492,control,old page,2.5
23097,control,old page,2
21286,control,old page,2.5
20807,control,old page,2.5
22304,control,old page,2
13138,control,old page,2
14845,control,old page,2.5
14012,control,old page,2.5
15908,control,old page,2
15760,control,old page,2.5
31286,treatment,new page,1
18409,control,old page,2.5
22478,control,old page,2.5
30044,treatment,new page,1.5
19502,control,old page,2
18834,control,old page,2.5
22788,control,old page,2
23819,control,old page,2
18158,control,old page,2.5
31313,treatment,new page,1
28668,treatment,new page,1.5
25750,control,old page,2
19708,control,old page,2
13909,control,old page,2
20421,control,old page,2
25172,control,old page,2
24567,control,old page,2
14236,control,old page,2.5
24836,control,old page,2
24424,control,old page,2
30690,treatment,new page,1
30394,treatment,new page,1
23720,control,old page,2
33410,treatment,new page,1
23729,control,old page,2
34437,treatment,new page,1.5
27494,treatment,new page,1.5
14061,control,old page,2.5
20663,control,old page,2
25620,control,old page,2
25127,control,old page,2.5
13048,control,old page,2
27592,treatment,new page,1.5
26862,treatment,new page,1
33504,treatment,new page,1
18575,control,old page,2
30421,treatment,new page,1
29946,treatment,new page,1
15424,control,old page,2
18216,control,old page,2.5
17346,control,old page,2.5
27247,treatment,new page,1.5
26266,treatment,new page,1
21537,control,old page,2.5
23160,control,old page,2.5
23845,control,old page,2
33401,treatment,new page,1.5
25423,control,old page,2
17485,control,old page,2
15702,control,old page,2
28027,treatment,new page,1.5
14568,control,old page,2.5
23491,control,old page,2.5
31263,treatment,new page,1.5
